File_name;Strategy;Vertices;Edges;NbAchro;w/ NValue (ms);w/o NValue (ms)
k5;DEFAULT;5;10;5;0;13
k5;DOMOVERWDEG;5;10;5;0;7
k5;ACTIVITY;5;10;5;0;31
k5;INTVARMIN;5;10;5;0;4
k5;MAXCONS_RAND;5;10;5;0;7
k6;DEFAULT;6;15;6;0;27
k6;DOMOVERWDEG;6;15;6;0;11
k6;ACTIVITY;6;15;6;0;227
k6;INTVARMIN;6;15;6;0;13
k6;MAXCONS_RAND;6;15;6;0;13
k7;DEFAULT;7;21;7;0;42
k7;DOMOVERWDEG;7;21;7;0;32
k7;ACTIVITY;7;21;7;0;104
k7;INTVARMIN;7;21;7;0;22
k7;MAXCONS_RAND;7;21;7;0;25
k8;DEFAULT;8;28;8;0;453
k8;DOMOVERWDEG;8;28;8;0;84
k8;ACTIVITY;8;28;8;0;171
k8;INTVARMIN;8;28;8;0;167
k8;MAXCONS_RAND;8;28;8;0;54
k9;DEFAULT;9;36;9;0;274
k9;DOMOVERWDEG;9;36;9;0;107
k9;ACTIVITY;9;36;9;0;757
k9;INTVARMIN;9;36;9;0;90
k9;MAXCONS_RAND;9;36;9;0;67
k5_minus_2_linked;DEFAULT;5;8;4;0;3
k5_minus_2_linked;DOMOVERWDEG;5;8;4;0;2
k5_minus_2_linked;ACTIVITY;5;8;4;0;3
k5_minus_2_linked;INTVARMIN;5;8;4;0;3
k5_minus_2_linked;MAXCONS_RAND;5;8;4;0;3
k5_minus_2_independant;DEFAULT;5;8;3;0;32
k5_minus_2_independant;DOMOVERWDEG;5;8;3;0;15
k5_minus_2_independant;ACTIVITY;5;8;3;0;20
k5_minus_2_independant;INTVARMIN;5;8;3;0;8
k5_minus_2_independant;MAXCONS_RAND;5;8;3;0;10
contiguous-usa;DEFAULT;49;107;10;0;72767
contiguous-usa;DOMOVERWDEG;49;107;8;0;64475
contiguous-usa;ACTIVITY;49;107;10;0;94374
contiguous-usa;INTVARMIN;49;107;8;0;71354
contiguous-usa;MAXCONS_RAND;49;107;10;0;69638
myciel3.col;DEFAULT;11;20;6;0;61000
myciel3.col;DOMOVERWDEG;11;20;6;0;62219
myciel3.col;ACTIVITY;11;20;6;0;25749
myciel3.col;INTVARMIN;11;20;6;0;62487
myciel3.col;MAXCONS_RAND;11;20;6;0;60237
petersen;DEFAULT;10;15;5;0;25742
petersen;DOMOVERWDEG;10;15;5;0;30610
petersen;ACTIVITY;10;15;5;0;13143
petersen;INTVARMIN;10;15;5;0;55268
petersen;MAXCONS_RAND;10;15;5;0;60040
clebsh;DEFAULT;16;40;8;0;61449
clebsh;DOMOVERWDEG;16;40;6;0;60272
clebsh;ACTIVITY;16;40;6;0;60544
clebsh;INTVARMIN;16;40;6;0;60211
clebsh;MAXCONS_RAND;16;40;8;0;103645
graph0;DEFAULT;6;6;4;0;0
graph0;DOMOVERWDEG;6;6;4;0;15
graph0;ACTIVITY;6;6;4;0;0
graph0;INTVARMIN;6;6;4;0;0
graph0;MAXCONS_RAND;6;6;4;0;0
graph1;DEFAULT;6;12;4;0;94
graph1;DOMOVERWDEG;6;12;4;0;47
graph1;ACTIVITY;6;12;4;0;78
graph1;INTVARMIN;6;12;4;0;47
graph1;MAXCONS_RAND;6;12;4;0;156
graph2;DEFAULT;8;16;5;0;2392
graph2;DOMOVERWDEG;8;16;5;0;2906
graph2;ACTIVITY;8;16;5;0;1844
graph2;INTVARMIN;8;16;5;0;3075
graph2;MAXCONS_RAND;8;16;5;0;42131
graph3;DEFAULT;6;9;3;0;0
graph3;DOMOVERWDEG;6;9;3;0;0
graph3;ACTIVITY;6;9;3;0;0
graph3;INTVARMIN;6;9;3;0;16
graph3;MAXCONS_RAND;6;9;3;0;0
graph4;DEFAULT;7;14;3;0;63
graph4;DOMOVERWDEG;7;14;3;0;15
graph4;ACTIVITY;7;14;3;0;31
graph4;INTVARMIN;7;14;3;0;16
graph4;MAXCONS_RAND;7;14;3;0;15
graph5;DEFAULT;8;19;4;0;625
graph5;DOMOVERWDEG;8;19;4;0;125
graph5;ACTIVITY;8;19;4;0;235
graph5;INTVARMIN;8;19;4;0;281
graph5;MAXCONS_RAND;8;19;4;0;844
graph6;DEFAULT;8;7;4;0;78
graph6;DOMOVERWDEG;8;7;4;0;109
graph6;ACTIVITY;8;7;4;0;47
graph6;INTVARMIN;8;7;4;0;188
graph6;MAXCONS_RAND;8;7;4;0;1531
graph7;DEFAULT;10;9;4;0;78
graph7;DOMOVERWDEG;10;9;4;0;1219
graph7;ACTIVITY;10;9;4;0;62
graph7;INTVARMIN;10;9;4;0;969
graph7;MAXCONS_RAND;10;9;4;0;28799
graph8;DEFAULT;8;4;3;0;31
graph8;DOMOVERWDEG;8;4;3;0;31
graph8;ACTIVITY;8;4;3;0;16
graph8;INTVARMIN;8;4;3;0;78
graph8;MAXCONS_RAND;8;4;3;0;344
graph9;DEFAULT;8;7;3;0;0
graph9;DOMOVERWDEG;8;7;3;0;0
graph9;ACTIVITY;8;7;3;0;16
graph9;INTVARMIN;8;7;3;0;0
graph9;MAXCONS_RAND;8;7;3;0;0
graph10;DEFAULT;10;9;4;0;640
graph10;DOMOVERWDEG;10;9;4;0;594
graph10;ACTIVITY;10;9;4;0;328
graph10;INTVARMIN;10;9;4;0;2141
graph10;MAXCONS_RAND;10;9;4;0;32451
graph11;DEFAULT;4;2;2;0;0
graph11;DOMOVERWDEG;4;2;2;0;0
graph11;ACTIVITY;4;2;2;0;0
graph11;INTVARMIN;4;2;2;0;16
graph11;MAXCONS_RAND;4;2;2;0;0
graph12;DEFAULT;10;6;4;0;3047
graph12;DOMOVERWDEG;10;6;4;0;547
graph12;ACTIVITY;10;6;4;0;78
graph12;INTVARMIN;10;6;4;0;3953
graph12;MAXCONS_RAND;10;6;4;0;60092
graph13;DEFAULT;11;7;4;0;3676
graph13;DOMOVERWDEG;11;7;4;0;24902
graph13;ACTIVITY;11;7;4;0;141
graph13;INTVARMIN;11;7;4;0;9603
graph13;MAXCONS_RAND;11;7;4;0;60006
graph14;DEFAULT;6;3;3;0;0
graph14;DOMOVERWDEG;6;3;3;0;16
graph14;ACTIVITY;6;3;3;0;0
graph14;INTVARMIN;6;3;3;0;16
graph14;MAXCONS_RAND;6;3;3;0;15
graph15;DEFAULT;8;4;3;0;47
graph15;DOMOVERWDEG;8;4;3;0;16
graph15;ACTIVITY;8;4;3;0;31
graph15;INTVARMIN;8;4;3;0;62
graph15;MAXCONS_RAND;8;4;3;0;344
graph16;DEFAULT;10;5;3;0;625
graph16;DOMOVERWDEG;10;5;3;0;313
graph16;ACTIVITY;10;5;3;0;234
graph16;INTVARMIN;10;5;3;0;828
graph16;MAXCONS_RAND;10;5;3;0;6163
graph17;DEFAULT;5;8;3;0;16
graph17;DOMOVERWDEG;5;8;3;0;15
graph17;ACTIVITY;5;8;3;0;16
graph17;INTVARMIN;5;8;3;0;16
graph17;MAXCONS_RAND;5;8;3;0;0
graph18;DEFAULT;8;8;4;0;422
graph18;DOMOVERWDEG;8;8;4;0;218
graph18;ACTIVITY;8;8;4;0;188
graph18;INTVARMIN;8;8;4;0;672
graph18;MAXCONS_RAND;8;8;4;0;4537
graph19;DEFAULT;4;2;2;0;0
graph19;DOMOVERWDEG;4;2;2;0;0
graph19;ACTIVITY;4;2;2;0;0
graph19;INTVARMIN;4;2;2;0;0
graph19;MAXCONS_RAND;4;2;2;0;0
graph20;DEFAULT;9;16;5;0;4453
graph20;DOMOVERWDEG;9;16;5;0;12865
graph20;ACTIVITY;9;16;5;0;3437
graph20;INTVARMIN;9;16;5;0;8789
graph20;MAXCONS_RAND;9;16;5;0;60028
graph21;DEFAULT;6;7;3;0;0
graph21;DOMOVERWDEG;6;7;3;0;16
graph21;ACTIVITY;6;7;3;0;15
graph21;INTVARMIN;6;7;3;0;16
graph21;MAXCONS_RAND;6;7;3;0;0
graph22;DEFAULT;9;8;4;0;188
graph22;DOMOVERWDEG;9;8;4;0;453
graph22;ACTIVITY;9;8;4;0;47
graph22;INTVARMIN;9;8;4;0;875
graph22;MAXCONS_RAND;9;8;4;0;12156
graph23;DEFAULT;11;10;4;0;484
graph23;DOMOVERWDEG;11;10;4;0;172
graph23;ACTIVITY;11;10;4;0;78
graph23;INTVARMIN;11;10;4;0;4719
graph23;MAXCONS_RAND;11;10;4;0;60004
graph24;DEFAULT;5;5;3;0;15
graph24;DOMOVERWDEG;5;5;3;0;0
graph24;ACTIVITY;5;5;3;0;16
graph24;INTVARMIN;5;5;3;0;15
graph24;MAXCONS_RAND;5;5;3;0;0
graph25;DEFAULT;6;7;4;0;94
graph25;DOMOVERWDEG;6;7;4;0;31
graph25;ACTIVITY;6;7;4;0;63
graph25;INTVARMIN;6;7;4;0;47
graph25;MAXCONS_RAND;6;7;4;0;265
graph26;DEFAULT;5;5;3;0;16
graph26;DOMOVERWDEG;5;5;3;0;0
graph26;ACTIVITY;5;5;3;0;0
graph26;INTVARMIN;5;5;3;0;0
graph26;MAXCONS_RAND;5;5;3;0;0
graph27;DEFAULT;5;6;3;0;16
graph27;DOMOVERWDEG;5;6;3;0;0
graph27;ACTIVITY;5;6;3;0;15
graph27;INTVARMIN;5;6;3;0;0
graph27;MAXCONS_RAND;5;6;3;0;16
graph28;DEFAULT;10;9;4;0;219
graph28;DOMOVERWDEG;10;9;4;0;31
graph28;ACTIVITY;10;9;4;0;62
graph28;INTVARMIN;10;9;4;0;1313
graph28;MAXCONS_RAND;10;9;4;0;2094
graph29;DEFAULT;8;7;4;0;78
graph29;DOMOVERWDEG;8;7;4;0;47
graph29;ACTIVITY;8;7;4;0;47
graph29;INTVARMIN;8;7;4;0;469
graph29;MAXCONS_RAND;8;7;4;0;5109
graph30;DEFAULT;10;9;4;0;547
graph30;DOMOVERWDEG;10;9;4;0;235
graph30;ACTIVITY;10;9;4;0;328
graph30;INTVARMIN;10;9;4;0;7380
graph30;MAXCONS_RAND;10;9;4;0;60019
graph31;DEFAULT;5;6;2;0;0
graph31;DOMOVERWDEG;5;6;2;0;0
graph31;ACTIVITY;5;6;2;0;15
graph31;INTVARMIN;5;6;2;0;0
graph31;MAXCONS_RAND;5;6;2;0;0
graph32;DEFAULT;6;8;2;0;0
graph32;DOMOVERWDEG;6;8;2;0;16
graph32;ACTIVITY;6;8;2;0;0
graph32;INTVARMIN;6;8;2;0;0
graph32;MAXCONS_RAND;6;8;2;0;16
graph33;DEFAULT;7;10;2;0;0
graph33;DOMOVERWDEG;7;10;2;0;0
graph33;ACTIVITY;7;10;2;0;15
graph33;INTVARMIN;7;10;2;0;0
graph33;MAXCONS_RAND;7;10;2;0;0
graph34;DEFAULT;7;6;3;0;16
graph34;DOMOVERWDEG;7;6;3;0;15
graph34;ACTIVITY;7;6;3;0;16
graph34;INTVARMIN;7;6;3;0;16
graph34;MAXCONS_RAND;7;6;3;0;0
graph35;DEFAULT;5;5;3;0;0
graph35;DOMOVERWDEG;5;5;3;0;0
graph35;ACTIVITY;5;5;3;0;0
graph35;INTVARMIN;5;5;3;0;0
graph35;MAXCONS_RAND;5;5;3;0;0
graph36;DEFAULT;6;5;3;0;0
graph36;DOMOVERWDEG;6;5;3;0;0
graph36;ACTIVITY;6;5;3;0;0
graph36;INTVARMIN;6;5;3;0;0
graph36;MAXCONS_RAND;6;5;3;0;0
graph37;DEFAULT;5;5;3;0;16
graph37;DOMOVERWDEG;5;5;3;0;0
graph37;ACTIVITY;5;5;3;0;16
graph37;INTVARMIN;5;5;3;0;0
graph37;MAXCONS_RAND;5;5;3;0;15
graph38;DEFAULT;6;6;3;0;31
graph38;DOMOVERWDEG;6;6;3;0;16
graph38;ACTIVITY;6;6;3;0;16
graph38;INTVARMIN;6;6;3;0;15
graph38;MAXCONS_RAND;6;6;3;0;32
graph39;DEFAULT;7;7;3;0;62
graph39;DOMOVERWDEG;7;7;3;0;31
graph39;ACTIVITY;7;7;3;0;32
graph39;INTVARMIN;7;7;3;0;31
graph39;MAXCONS_RAND;7;7;3;0;62
graph40;DEFAULT;5;6;3;0;0
graph40;DOMOVERWDEG;5;6;3;0;16
graph40;ACTIVITY;5;6;3;0;0
graph40;INTVARMIN;5;6;3;0;0
graph40;MAXCONS_RAND;5;6;3;0;0
graph41;DEFAULT;4;5;3;0;0
graph41;DOMOVERWDEG;4;5;3;0;0
graph41;ACTIVITY;4;5;3;0;0
graph41;INTVARMIN;4;5;3;0;0
graph41;MAXCONS_RAND;4;5;3;0;0
graph42;DEFAULT;6;7;4;0;62
graph42;DOMOVERWDEG;6;7;4;0;16
graph42;ACTIVITY;6;7;4;0;47
graph42;INTVARMIN;6;7;4;0;31
graph42;MAXCONS_RAND;6;7;4;0;172
graph43;DEFAULT;6;5;3;0;15
graph43;DOMOVERWDEG;6;5;3;0;0
graph43;ACTIVITY;6;5;3;0;16
graph43;INTVARMIN;6;5;3;0;16
graph43;MAXCONS_RAND;6;5;3;0;15
graph44;DEFAULT;7;7;4;0;63
graph44;DOMOVERWDEG;7;7;4;0;15
graph44;ACTIVITY;7;7;4;0;32
graph44;INTVARMIN;7;7;4;0;31
graph44;MAXCONS_RAND;7;7;4;0;47
graph45;DEFAULT;8;7;3;0;0
graph45;DOMOVERWDEG;8;7;3;0;0
graph45;ACTIVITY;8;7;3;0;0
graph45;INTVARMIN;8;7;3;0;0
graph45;MAXCONS_RAND;8;7;3;0;0
k5_minus_3_linked;DEFAULT;5;7;3;0;16
k5_minus_3_linked;DOMOVERWDEG;5;7;3;0;0
k5_minus_3_linked;ACTIVITY;5;7;3;0;15
k5_minus_3_linked;INTVARMIN;5;7;3;0;0
k5_minus_3_linked;MAXCONS_RAND;5;7;3;0;16
k5_minus_1;DEFAULT;5;9;4;0;0
k5_minus_1;DOMOVERWDEG;5;9;4;0;0
k5_minus_1;ACTIVITY;5;9;4;0;0
k5_minus_1;INTVARMIN;5;9;4;0;16
k5_minus_1;MAXCONS_RAND;5;9;4;0;0
